 17.6010000705719	2.765	20.368
 17.639999866485596	2.838	20.448
 17.121000051498413	3.416	20.485
 16.590999841690063	3.957	20.499
 17.30900001525879	3.293	20.538
 17.4689998626709	3.165	20.579
 15.78499984741211	4.756	20.542
 15.979000091552734	4.674	20.574
 17.759000062942505	2.898	20.640
 15.832000017166138	4.823	20.597
 17.026000022888184	3.687	20.655
 17.203999996185303	3.550	20.699
 15.486000061035156	5.248	20.655
 16.54099988937378	4.249	20.720
 16.26900005340576	4.534	20.731
 17.000999927520752	3.816	20.773
 16.449999809265137	4.388	20.766
 15.7260000705719	5.096	20.762
 15.911999940872192	4.953	20.797
 15.310999870300293	5.548	20.861
