 25.323000192642212	0.063	25.339
 25.2739999294281	0.048	25.317
 25.281999826431274	0.084	25.330
 25.332000017166138	0.068	25.349
 25.299000024795532	0.053	25.341
 25.032000064849854	0.277	25.300
 25.325000047683716	0.060	25.380
 25.299000024795532	0.099	25.372
 25.026000022888184	0.427	25.417
 25.028000116348267	0.437	25.439
 25.44000005722046	0.089	25.444
 25.061999797821045	0.304	25.351
 25.075999975204468	0.290	25.354
 24.94600009918213	0.544	25.349
 25.055000066757202	0.346	25.376
 25.07699990272522	0.345	25.391
 25.259999990463257	0.214	25.457
 25.23300004005432	0.245	25.454
 25.19700002670288	0.274	25.460
 25.23099994659424	0.259	25.475
 25.48900008201599	0.081	25.549
 25.493000030517578	0.081	25.558
 25.47100019454956	0.097	25.549
 25.317999839782715	0.280	25.584
 25.32799983024597	0.216	25.539
 25.164000034332275	0.552	25.514
 24.886000156402588	0.628	25.500
 25.515000104904175	0.153	25.636
 24.886000156402588	0.631	25.504
 25.164000034332275	0.544	25.571
 25.388000011444092	0.241	25.619
 25.67799997329712	0.079	25.696
 25.71299982070923	0.074	25.724
 25.22000002861023	0.545	25.608
 25.605000019073486	0.159	25.696
 25.64199995994568	0.106	25.709
 24.973000049591064	0.640	25.603
 25.019999980926514	0.619	25.628
 25.566999912261963	0.212	25.721
 25.620999813079834	0.155	25.732
 25.776999950408936	0.141	25.784
 25.183000087738037	0.539	25.650
 25.33299994468689	0.486	25.676
 25.013999938964844	0.631	25.641
 25.653000116348267	0.156	25.755
 25.753000020980835	0.070	25.781
 25.062999963760376	0.616	25.674
 25.325999975204468	0.547	25.711
 25.044000148773193	0.630	25.665
 25.81599998474121	0.071	25.834
