 0.312999963760376	13.679	13.993
 1.6619999408721924	13.108	14.785
 0.9210000038146973	14.774	15.716
 0.9839999675750732	14.889	15.874
 0.9190001487731934	14.932	15.851
 0.42100000381469727	15.474	15.950
 0.43400001525878906	15.512	15.947
 0.5510001182556152	15.399	15.993
 0.38499999046325684	15.635	16.021
 0.46399998664855957	15.583	16.047
 0.5399999618530273	15.486	16.052
 0.5279998779296875	15.440	16.019
 0.495999813079834	15.502	16.008
 0.4419999122619629	15.596	16.039
 0.4960000514984131	15.547	16.044
 0.5469999313354492	15.495	16.051
 0.5389997959136963	15.529	16.068
 0.27300000190734863	15.762	16.036
 0.21399998664855957	15.903	16.118
