 18.259	6.208	24.443
 18.062	6.781	24.844
 16.921	8.095	25.017
 25.129	0.076	25.138
 13.027	12.250	25.246
 16.094	9.716	25.812
 17.745	8.202	25.948
 14.253	11.831	26.085
 18.806	7.350	26.157
 20.184	6.046	26.231
 18.929	7.429	26.360
 15.452	11.637	27.009
 19.701	7.393	27.092
 20.123	7.125	27.249
 19.318	7.935	27.256
 14.897	12.385	27.278
 17.119	10.254	27.312
 13.82	13.479	27.301
 21.049	6.332	27.383
 18.655	8.852	27.508
 14.808	12.714	27.523
 18.202	9.355	27.558
 16.349	11.211	27.557
 18.083	9.614	27.698
 17.272	10.641	27.915
 15.772	12.131	27.905
 18.2	9.739	27.941
 14.711	13.313	27.966
 19.591	8.419	28.013
 17.623	10.382	28.007
 16.712	11.375	28.015
 18.894	9.145	28.041
 21.24	6.820	28.062
 18.474	9.655	28.126
 15.178	12.933	28.113
 16.417	11.770	28.189
 17.696	10.692	28.389
 14.269	14.116	28.386
 20.779	7.675	28.457
 19.574	8.890	28.465
 15.82	12.711	28.531
 17.566	11.168	28.734
 16.125	12.661	28.788
 14.827	14.005	28.831
 19.576	9.571	29.148
 15.847	13.462	29.310
 15.646	13.869	29.457
 15.781	14.034	29.816
 18.773	11.128	29.901
 23.365	7.053	30.414
