 14.472	10.638	25.107
 12.595	13.653	26.250
 17.036	9.891	26.924
 14.106	12.964	27.071
 16.846	10.280	27.124
 15.431	11.881	27.313
 16.324	11.174	27.451
 15.604	12.014	27.566
 15.167	12.412	27.575
 14.948	12.687	27.636
 15.261	12.454	27.716
 14.212	13.664	27.875
 14.598	13.333	27.888
 13.836	14.111	27.990
 17.815	10.242	28.054
 13.292	14.840	28.133
 15.788	12.375	28.160
 16.531	11.663	28.196
 18.024	10.457	28.454
 11.92	16.561	28.482
 12.217	16.334	28.548
 15.538	13.120	28.646
 13.656	15.029	28.681
 17.25	11.476	28.723
 16.069	12.693	28.764
 12.08	16.737	28.760
 17.99	10.892	28.878
 15.946	12.930	28.872
 18.506	10.413	28.896
 12.614	16.252	28.867
 17.498	11.440	28.939
 14.105	15.035	29.140
 14.821	14.340	29.162
 14.021	15.186	29.171
 13.204	15.997	29.206
 18.589	10.681	29.268
 13.24	16.034	29.276
 13.35	15.924	29.275
 17.042	12.337	29.375
 13.863	15.584	29.397
 15.914	13.629	29.540
 12.771	16.874	29.647
 14.938	14.758	29.696
 15.902	13.868	29.770
 15.487	14.300	29.787
 19.643	10.414	29.998
 15.253	14.719	29.973
 19.697	10.321	30.019
 14.271	15.889	30.156
 14.051	16.295	30.341
