 13.902	8.100	21.982
 15.415	7.451	22.867
 14.686	8.493	23.180
 17.114	6.214	23.330
 15.512	7.972	23.485
 12.955	10.741	23.694
 17.348	6.414	23.761
 13.709	10.178	23.888
 16.721	7.162	23.884
 15.36	8.784	24.145
 13.237	11.022	24.259
 17.205	7.122	24.329
 12.498	11.865	24.292
 15.27	9.066	24.333
 16.812	7.704	24.512
 12.952	11.667	24.614
 13.91	10.801	24.708
 14.34	10.384	24.722
 17.068	7.752	24.820
 13.626	11.199	24.803
 18.01	6.878	24.890
 13.528	11.321	24.850
 17.62	7.198	24.891
 15.206	9.737	24.904
 18.975	6.023	24.999
 16.511	8.535	25.045
 17.984	7.093	25.073
 12.314	12.714	25.030
 19.167	6.007	25.176
 15.225	9.884	25.110
 14.102	11.044	25.144
 16.958	8.232	25.191
 18.45	6.841	25.292
 13.194	12.064	25.255
 16.567	8.825	25.390
 18.791	6.636	25.429
 14.391	11.004	25.392
 16.348	9.102	25.454
 15.955	9.560	25.505
 13.492	12.027	25.513
 12.947	12.582	25.530
 14.932	10.649	25.578
 16.058	9.616	25.654
 14.093	11.706	25.796
 13.191	12.620	25.813
 13.646	12.318	25.966
 14.566	11.633	26.195
 14.412	12.072	26.480
 16.992	9.560	26.499
 16.803	9.847	26.646
